Longitude_features,Latitude_features,datetime_features,UHI Index_features,original_index,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12,ndwi,ndvi,ndbi,B01 (pooled),B02 (pooled),B03 (pooled),B04 (pooled),B05 (pooled),B06 (pooled),B07 (pooled),B08 (pooled),B8A (pooled),B11 (pooled),B12 (pooled),ndwi (pooled),ndvi (pooled),ndbi (pooled),uhi_id,Longitude_tree,Latitude_tree,datetime_tree,geometry,building_count_0-25ft,building_impact_0-25ft,building_count_25-50ft,building_impact_25-50ft,building_count_50-100ft,building_impact_50-100ft,building_count_100-200ft,building_impact_100-200ft,building_count_200-500ft,building_impact_200-500ft,closest_building_distance,closest_building_height,closest_building_area,tree_count_0-25ft,tree_impact_0-25ft,tree_count_25-50ft,tree_impact_25-50ft,tree_count_50-100ft,tree_impact_50-100ft,tree_count_100-200ft,tree_impact_100-200ft,tree_count_200-500ft,tree_impact_200-500ft,closest_tree_distance,closest_tree_dbh,longitude,latitude,Latitude,Longitude,B02_ring1_mean,B02_ring1_std,B03_ring1_mean,B03_ring1_std,B04_ring1_mean,B04_ring1_std,B08_ring1_mean,B08_ring1_std,B11_ring1_mean,B11_ring1_std,B12_ring1_mean,B12_ring1_std,ndvi_ring1_mean,ndvi_ring1_std,ndbi_ring1_mean,ndbi_ring1_std,ndwi_ring1_mean,ndwi_ring1_std,join_timestamp,wind_speed,wind_direction,relative_humidity,air_temperature,solar_flux
-73.90916667,40.81310667,24-07-2021 15:53,1.030288903,0,841.5,1053.0,1155.0,1206.0,1481.5,1660.5,1721.0,1832.0,1709.0,1792.0,1495.5,-0.2266488115165718,0.206056616194865,-0.0110375275938189,996.7222222222234,987.2283950617286,1128.938271604938,1220.870370370371,1428.3641975308642,1753.5802469135792,1869.765432098765,1814.5370370370367,1927.7037037037044,1841.3209876543203,1572.0185185185182,-0.2288288959358998,0.1992734855585136,0.0202986480471314,0,-73.90916667,40.81310667,24-07-2021 15:53,POINT (-73.90916667 40.81310667000001),0.0,0.0,1.0,50964.85737211388,0.0,0.0,10.0,452149.25197356095,60.0,990937.8720841494,42.70999910092897,31.099999999999994,6152.54487491502,0.0,0.0,1.0,6.754428088395192,2.0,25.84516564103884,13.0,382.98938454049096,51.0,694.608497629734,40.49893260882981,5.0,-73.90916667,40.81310667000001,40.81310667,-73.90916667,1012.2933849326166,443.7077471623488,1111.7735917491111,707.3524802818171,1245.3371133845849,726.1762302379092,1249.012820186803,834.3453684454286,1460.8241519979442,774.9125578262971,1904.01407224792,899.8529668216303,2086.388858552115,1023.9622420348356,2062.6307325349408,1101.1657035979283,2138.822301677802,1086.925480486553,2025-05-04 22:51:31,2.172202594411487,131.18166560537176,52.31071040037515,24.962752617886604,384.5388126299312
-73.90918667,40.813045,24-07-2021 15:53,1.030288903,1,841.5,1053.0,1155.0,1206.0,1481.5,1660.5,1721.0,1832.0,1709.0,1792.0,1495.5,-0.2266488115165718,0.206056616194865,-0.0110375275938189,996.7222222222234,987.2283950617286,1128.938271604938,1220.870370370371,1428.3641975308642,1753.5802469135792,1869.765432098765,1814.5370370370367,1927.7037037037044,1841.3209876543203,1572.0185185185182,-0.2288288959358998,0.1992734855585136,0.0202986480471314,1,-73.90918667,40.813045,24-07-2021 15:53,POINT (-73.90918667 40.813045),0.0,0.0,1.0,50703.11674484968,0.0,0.0,11.0,460833.6370641704,56.0,925142.6388537976,43.54584416805216,31.099999999999994,6152.54487491502,0.0,0.0,0.0,0.0,4.0,40.36997392016549,10.0,332.62590225007324,54.0,740.7803518632737,54.22255522382095,5.0,-73.90918667,40.813045,40.8104975,-73.93282500000001,1003.1285152070358,441.1879579727977,1101.0220724145504,700.341263354115,1235.345584152044,718.9166220079605,1237.303594505286,827.4115554731666,1450.525020811101,769.0013611371164,1900.7574967177388,901.9148966294326,2085.945241139512,1027.682400687746,2062.6917198984297,1104.4936372546663,2139.435205413439,1091.745633937563,2025-05-04 22:51:31,2.171833100301195,131.18732873243147,52.306236582482924,24.96311476410266,384.5318321304044
-73.909215,40.81297833,24-07-2021 15:53,1.023797758,2,841.5,646.0,823.0,777.0,1130.5,1883.0,2117.5,2241.0,2251.0,1548.0,1135.0,-0.4627937336814621,0.4850894632206759,-0.1828978622327791,979.4629629629644,928.7222222222224,1066.6790123456792,1134.7777777777778,1396.148148148148,1812.469135802468,1948.9567901234568,1876.382716049383,2021.0740740740755,1793.4320987654314,1469.635802469136,-0.2713407185492347,0.2514556700351135,-0.0051753087002167,2,-73.909215,40.81297833,24-07-2021 15:53,POINT (-73.909215 40.812978329999986),0.0,0.0,1.0,50158.81094572504,0.0,0.0,9.0,420591.4574374306,62.0,987564.5212551292,45.36615666110645,31.099999999999994,6152.54487491502,0.0,0.0,1.0,12.882943118857671,4.0,71.71620101302788,9.0,286.51731700175577,53.0,731.5325436657054,44.85695817491722,7.0,-73.909215,40.81297832999999,40.8104975,-73.93282500000001,1003.1285152070358,441.1879579727977,1101.0220724145504,700.341263354115,1235.345584152044,718.9166220079605,1237.303594505286,827.4115554731666,1450.525020811101,769.0013611371164,1900.7574967177388,901.9148966294326,2085.945241139512,1027.682400687746,2062.6917198984297,1104.4936372546663,2139.435205413439,1091.745633937563,2025-05-04 22:51:31,2.1714131873795997,131.1937646137156,52.3011522959152,24.9635263264832,384.52389911640273
-73.90924167,40.81290833,24-07-2021 15:53,1.023797758,3,841.5,625.0,766.0,741.5,1130.5,1883.0,2117.5,2200.0,2251.0,1548.0,1135.0,-0.4834794335805799,0.495835458099609,-0.1739594450373532,987.6481481481496,968.9197530864202,1108.0617283950617,1165.3765432098771,1413.314814814814,1846.567901234568,1988.7777777777776,1953.9691358024688,2069.808641975309,1796.4876543209875,1437.1851851851868,-0.2810520599675331,0.2657000323166836,-0.0199738875176178,3,-73.90924167,40.81290833,24-07-2021 15:53,POINT (-73.90924167 40.81290832999999),0.0,0.0,1.0,50140.37185249008,2.0,380793.3105063579,7.0,62703.62379756821,63.0,1001788.78385845,45.429844514489744,31.099999999999994,6152.54487491502,1.0,16.73555033958639,1.0,9.733056387476037,2.0,51.70477928618369,8.0,249.11237883786103,52.0,671.7142045582727,18.688323817317965,7.0,-73.90924167,40.81290832999999,40.81290833,-73.90924167,1012.1634127703134,443.6785326599763,1111.6361437962114,707.2883081699333,1245.20620347649,726.1056066393775,1248.8531283772456,834.2783765269802,1460.679631797738,774.841261756997,1903.9931422964023,899.8578336226693,2086.4088995217016,1024.015030869786,2062.6725834971057,1101.215154184095,2138.8588130731287,1086.9976336306668,2025-05-04 22:51:31,2.170981552674729,131.2003801513087,52.29592608252838,24.963949377543372,384.5157446539385
-73.90925667,40.812845,24-07-2021 15:53,1.021634043,4,841.5,659.5,763.0,708.5,1077.5,1783.0,2042.0,2161.0,2186.0,1617.5,1207.5,-0.4781121751025992,0.5061857466457571,-0.1438401482069604,995.8333333333346,1013.413580246914,1155.802469135803,1197.7777777777776,1426.7469135802453,1871.851851851852,2020.4691358024688,2023.9629629629624,2102.641975308642,1816.3395061728395,1425.9629629629649,-0.2849689074998234,0.276914023237774,-0.0298186539406212,4,-73.90925667,40.812845,24-07-2021 15:53,POINT (-73.90925667 40.81284500000002),0.0,0.0,1.0,50675.91360423744,2.0,396959.7248835533,7.0,15994.746808797552,62.0,865227.6941938335,43.6341490407082,31.099999999999994,6152.54487491502,2.0,34.69168402711142,1.0,50.349874188348274,1.0,10.949186682765726,6.0,174.11647683932807,52.0,723.4846676305004,9.012552180065253,7.0,-73.90925667,40.81284500000002,40.8104975,-73.93282500000001,1003.1285152070358,441.1879579727977,1101.0220724145504,700.341263354115,1235.345584152044,718.9166220079605,1237.303594505286,827.4115554731666,1450.525020811101,769.0013611371164,1900.7574967177388,901.9148966294326,2085.945241139512,1027.682400687746,2062.6917198984297,1104.4936372546663,2139.435205413439,1091.745633937563,2025-05-04 22:51:31,2.1706188118682066,131.20593977247688,52.291534033331224,24.96430490475431,384.50889173813346
-73.90928,40.81277667,24-07-2021 15:53,1.021634043,5,841.5,659.5,763.0,708.5,1077.5,1783.0,2042.0,2161.0,2186.0,1617.5,1207.5,-0.4781121751025992,0.5061857466457571,-0.1438401482069604,995.8333333333346,1013.413580246914,1155.802469135803,1197.7777777777776,1426.7469135802453,1871.851851851852,2020.4691358024688,2023.9629629629624,2102.641975308642,1816.3395061728395,1425.9629629629649,-0.2849689074998234,0.276914023237774,-0.0298186539406212,5,-73.90928,40.81277667,24-07-2021 15:53,POINT (-73.90928 40.81277666999999),0.0,0.0,0.0,0.0,4.0,463324.5900818466,7.0,20903.071729541083,60.0,819632.9245800974,52.04636955883074,1.0,10150.42617403272,1.0,14.606492961716445,2.0,69.64731647293681,1.0,11.860572981664133,5.0,143.94708048716052,51.0,650.2280551364018,11.75945189545857,6.0,-73.90928,40.81277666999999,40.8104975,-73.93282500000001,1003.1285152070358,441.1879579727977,1101.0220724145504,700.341263354115,1235.345584152044,718.9166220079605,1237.303594505286,827.4115554731666,1450.525020811101,769.0013611371164,1900.7574967177388,901.9148966294326,2085.945241139512,1027.682400687746,2062.6917198984297,1104.4936372546663,2139.435205413439,1091.745633937563,2025-05-04 22:51:31,2.170205606660478,131.21227284661236,52.286530963458105,24.96470989281302,384.501085446567
-73.90931167,40.81271,24-07-2021 15:53,1.015142899,6,841.5,551.5,768.5,659.0,1077.5,1783.0,2042.0,2472.0,2186.0,1617.5,1207.5,-0.5256904798642185,0.5790482274033855,-0.2089497493581122,950.1790123456803,931.351851851852,1068.0555555555557,1082.1975308641972,1356.6790123456778,1823.4012345679007,1985.0925925925928,1991.203703703704,2068.808641975308,1777.5370370370372,1382.7098765432097,-0.3115152042327581,0.3146194434093001,-0.0356333370072714,6,-73.90931167,40.81271,24-07-2021 15:53,POINT (-73.90931167 40.812709999999996),0.0,0.0,1.0,2670.0117723270528,3.0,465497.6936021135,9.0,29565.958005561693,59.0,862212.6099372548,44.77459851684931,1.0,10150.42617403272,0.0,0.0,3.0,77.79380679445732,1.0,12.113698233491345,3.0,32.56160468034139,54.0,748.122336442039,35.179383071138325,6.0,-73.90931167,40.81271,40.8104975,-73.93282500000001,1003.1285152070358,441.1879579727977,1101.0220724145504,700.341263354115,1235.345584152044,718.9166220079605,1237.303594505286,827.4115554731666,1450.525020811101,769.0013611371164,1900.7574967177388,901.9148966294326,2085.945241139512,1027.682400687746,2062.6917198984297,1104.4936372546663,2139.435205413439,1091.745633937563,2025-05-04 22:51:31,2.1697751501211373,131.21887032681047,52.28131901524597,24.96513178913709,384.49295324205957
-73.90934,40.81264333,24-07-2021 15:53,1.015142899,7,1177.0,656.0,807.0,814.0,1430.5,1970.0,2275.5,2524.0,2345.5,1901.5,1444.0,-0.5154608225758031,0.5122828040742959,-0.1406620720822506,984.7654320987664,984.7345679012348,1118.574074074074,1143.1790123456783,1415.135802469136,1826.555555555555,1971.722222222223,1955.3024691358023,2059.345679012345,1851.1111111111115,1466.9197530864176,-0.2863868483018892,0.2860367231802282,-0.0118694560312435,7,-73.90934,40.81264333,24-07-2021 15:53,POINT (-73.90934 40.81264333000001),0.0,0.0,1.0,2654.6620506080744,4.0,473254.4517429064,11.0,113025.76536569468,53.0,769296.5925844469,45.76971996559138,1.0,10150.42617403272,1.0,20.1145311905483,0.0,0.0,3.0,69.04642140794411,1.0,4.744104192088262,55.0,815.6182585163508,11.42780951225554,7.0,-73.90934,40.81264333000001,40.8104975,-73.93282500000001,1003.1285152070358,441.1879579727977,1101.0220724145504,700.341263354115,1235.345584152044,718.9166220079605,1237.303594505286,827.4115554731666,1450.525020811101,769.0013611371164,1900.7574967177388,901.9148966294326,2085.945241139512,1027.682400687746,2062.6917198984297,1104.4936372546663,2139.435205413439,1091.745633937563,2025-05-04 22:51:31,2.1693547963927706,131.22531296420976,52.27622939140989,24.965543783558356,384.4850119003163
-73.90936333,40.81256167,24-07-2021 15:53,1.012979184,8,1177.0,675.0,816.0,845.0,1430.5,1970.0,2275.5,2343.0,2345.5,1901.5,1444.0,-0.48338081671415,0.4698870765370138,-0.1040169631287548,1019.3518518518524,1086.1481481481485,1219.2654320987656,1257.4629629629633,1513.8024691358023,1858.1172839506169,1986.450617283952,1971.5864197530864,2073.820987654322,1957.0308641975305,1585.7962962962956,-0.257827404319969,0.2521989163166497,0.0100890776398133,8,-73.90936333,40.81256167,24-07-2021 15:53,POINT (-73.90936333 40.81256167),0.0,0.0,2.0,4619.137720477864,4.0,440726.7874814738,12.0,151079.8302869775,50.0,735780.7627912558,44.21158375583288,1.0,7351.8303753869,1.0,16.163008454427118,0.0,0.0,2.0,52.89673759327884,2.0,13.440742990467191,56.0,812.0896373196099,20.73066141627512,7.0,-73.90936333,40.81256167,40.81256167,-73.90936333,1012.0248534129388,443.644808980613,1111.483427419355,707.219382900039,1245.058431652112,726.0323305281734,1248.6766681518443,834.2118208535645,1460.5234962573516,774.7700171634016,1903.9646794243447,899.8570966151618,2086.4241269381573,1024.0651574437873,2062.699982846195,1101.266453700184,2138.886038139369,1087.064000014003,2025-05-04 22:51:31,2.168874673380888,131.23267166775835,52.27041608380579,24.966014358669437,384.475941394552
-73.90938333,40.812485,24-07-2021 15:53,1.012979184,9,1177.0,688.0,866.5,802.0,1425.5,1881.5,2001.0,2321.0,2088.5,1994.5,1579.5,-0.456313725490196,0.4863912904258725,-0.0756575136137179,1027.1111111111109,1098.3456790123455,1221.0061728395065,1266.913580246914,1552.2283950617275,1850.185185185185,1970.814814814816,1906.623456790124,2050.919753086421,2009.2469135802464,1644.0802469135813,-0.2432481398337136,0.2345900976495968,0.0344961749142278,9,-73.90938333,40.812485,24-07-2021 15:53,POINT (-73.90938333 40.81248500000001),0.0,0.0,2.0,11393.4591900319,5.0,440470.150035748,13.0,146382.85669221965,45.0,731416.1274082032,41.70502257623721,18.57,1894.339548402046,0.0,0.0,1.0,12.596323999077754,0.0,0.0,5.0,67.56326799645177,53.0,851.6631307042588,48.91205003840712,7.0,-73.90938333,40.81248500000001,40.8104975,-73.93282500000001,1003.1285152070358,441.1879579727977,1101.0220724145504,700.341263354115,1235.345584152044,718.9166220079605,1237.303594505286,827.4115554731666,1450.525020811101,769.0013611371164,1900.7574967177388,901.9148966294326,2085.945241139512,1027.682400687746,2062.6917198984297,1104.4936372546663,2139.435205413439,1091.745633937563,2025-05-04 22:51:31,2.1684297110131086,131.23949147450315,52.26502849968228,24.966450472353763,384.4675351452743
